ID,GenreIsNonGame,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer
2900,False,False,False,False,False,True,False,False,False,False,False,False,False
2910,False,False,False,False,False,True,False,False,False,False,False,False,False
2920,False,False,False,False,False,True,False,False,False,False,False,False,False
2990,False,False,False,False,False,False,False,False,False,False,False,True,False
3000,False,False,False,False,False,False,False,False,False,False,False,True,False
3010,False,False,False,False,False,False,False,False,False,False,False,True,False
3020,False,False,True,False,False,False,False,False,False,False,False,False,False
3050,False,False,False,False,False,False,False,False,False,False,False,True,False
3130,False,False,False,False,False,True,False,False,False,False,False,False,False
3170,False,False,False,False,False,True,True,False,False,False,False,False,False
3200,False,False,True,False,False,False,False,False,False,False,False,False,False
3230,False,False,False,False,False,True,False,False,False,False,False,False,False
3260,False,False,False,True,True,False,False,False,False,False,False,False,False
3270,False,False,True,False,False,False,False,False,False,False,False,False,False
3300,False,False,False,False,True,False,False,False,False,False,False,False,False
3310,False,False,False,False,True,False,False,False,False,False,False,False,False
3320,False,False,False,False,True,False,False,False,False,False,False,False,False
3330,False,False,False,False,True,False,False,False,False,False,False,False,False
3340,False,False,False,False,True,False,False,False,False,False,False,False,False
3350,False,False,False,False,True,False,False,False,False,False,False,False,False
3360,False,False,False,False,True,False,False,False,False,False,False,False,False
3380,False,False,False,False,True,False,False,False,False,False,False,False,False
3390,False,False,False,False,True,False,False,False,False,False,False,False,False
3400,False,False,False,False,True,False,False,False,False,False,False,False,False
3410,False,False,False,False,True,False,False,False,False,False,False,False,False
3420,False,False,False,False,True,False,False,False,False,False,False,False,False
3430,False,False,False,False,True,False,False,False,False,False,False,False,False
3440,False,False,False,False,True,False,False,False,False,False,False,False,False
3450,False,False,False,False,True,False,False,False,False,False,False,False,False
3460,False,False,False,False,True,False,False,False,False,False,False,False,False
3480,False,False,False,False,True,False,False,False,False,False,False,False,False
3483,False,False,False,False,True,False,False,False,False,False,False,False,False
3490,False,False,False,False,True,False,False,False,False,False,False,False,False
3500,False,False,False,False,True,False,False,False,False,False,False,False,False
3510,False,False,False,False,True,False,False,False,False,False,False,False,False
3520,False,False,False,False,True,False,False,False,False,False,False,False,False
3530,False,False,False,False,True,False,False,False,False,False,False,False,False
3540,False,False,False,False,True,False,False,False,False,False,False,False,False
3560,False,False,False,False,True,True,False,False,False,False,False,False,False
3570,False,False,False,False,True,False,False,False,False,False,False,False,False
3580,False,False,False,False,True,False,False,False,False,False,False,False,False
3590,False,False,False,False,False,True,False,False,False,False,False,False,False
3600,False,False,False,False,True,False,False,False,False,False,False,False,False
3610,False,False,False,False,True,False,False,False,False,False,False,False,False
3620,False,False,True,False,True,False,False,False,False,False,False,False,False
3700,False,False,True,False,False,False,False,False,False,False,False,False,False
3710,False,False,True,False,False,False,False,False,False,False,False,False,False
3720,False,False,False,False,False,True,False,False,False,False,False,False,False
3730,False,False,True,False,False,False,False,False,False,False,False,False,False
3800,False,False,True,False,False,False,False,False,False,False,False,False,False
3810,False,False,True,False,False,False,False,False,False,False,False,False,False
3820,False,False,True,False,False,False,False,False,False,False,False,False,False
3830,False,False,True,False,False,False,False,False,False,False,False,False,False
3900,False,False,False,False,False,True,False,False,False,False,False,False,False
3910,False,False,False,False,False,True,False,False,False,False,False,False,False
3920,False,False,False,False,False,False,True,False,False,False,False,False,False
3960,False,False,False,False,False,True,False,False,False,False,False,False,False
3980,False,False,False,False,False,True,False,False,False,False,False,False,False
3990,False,False,False,False,False,True,False,False,False,False,False,False,False
4000,False,True,False,False,False,False,False,True,False,False,False,False,False
4100,False,True,False,False,True,True,False,False,False,False,False,False,False
4230,False,False,False,False,False,False,False,False,False,False,False,True,False
4290,False,False,False,False,False,False,False,False,False,False,False,True,False
4300,False,True,True,False,False,False,False,False,False,False,False,False,False
4420,False,False,False,False,False,False,True,False,False,False,False,False,False
4460,False,False,False,False,False,True,False,True,False,False,False,False,False
4470,False,False,False,False,False,False,True,False,False,False,False,False,False
4500,False,False,True,False,False,False,True,False,False,False,False,False,False
4520,False,False,True,False,False,True,False,False,False,False,False,False,False
4530,False,False,True,False,False,True,False,False,False,False,False,False,False
4540,False,False,True,False,False,False,True,False,False,False,False,False,False
4550,False,False,True,False,False,False,True,False,False,False,False,False,False
4560,False,False,True,False,False,True,False,False,False,False,False,False,False
4570,False,False,False,False,False,True,False,False,False,False,False,False,False
4580,False,False,False,False,False,True,False,False,False,False,False,False,False
4700,False,False,False,False,False,True,False,False,False,False,False,False,False
4720,False,False,True,False,False,False,False,False,False,False,False,False,False
4760,False,False,False,False,False,True,False,False,False,False,False,False,False
4770,False,False,False,False,False,True,False,False,False,False,False,False,False
4780,False,False,False,False,False,True,False,False,False,False,False,False,False
4800,False,False,False,False,False,True,False,False,False,False,False,False,False
4850,False,False,False,False,False,True,False,False,False,False,False,False,False
4870,False,False,False,False,False,True,False,False,False,False,False,False,False
4880,False,False,False,False,False,True,False,False,False,False,False,False,False
4890,False,False,False,False,False,True,False,False,False,False,False,False,False
4900,False,True,False,False,True,False,False,False,False,False,False,False,False
4920,False,True,True,False,False,True,False,False,False,False,False,False,False
6000,False,False,True,False,False,False,False,False,False,False,False,False,False
6010,False,False,False,True,False,False,False,False,False,False,False,False,False
6020,False,False,True,False,False,False,False,False,False,False,False,False,False
6030,False,False,True,False,False,False,False,False,False,False,False,False,False
6040,False,False,False,True,False,False,False,False,False,False,False,False,False
6060,False,False,True,False,False,False,False,False,False,False,False,False,False
6080,False,False,False,False,False,True,False,False,False,False,False,False,False
6090,False,False,True,False,False,False,False,False,False,False,False,False,False
6120,False,True,True,False,False,False,False,False,False,False,False,False,False
6200,False,False,False,False,False,True,False,False,False,False,False,False,False
6210,False,False,False,False,False,True,False,False,False,False,False,False,False
6220,False,False,False,False,False,False,False,False,False,False,False,True,False
6250,False,False,True,False,False,True,False,False,False,False,False,False,False
6270,False,False,False,False,False,False,False,False,False,False,False,True,False
6300,False,False,False,True,False,False,True,False,False,False,False,False,False
6310,False,False,True,True,False,False,True,False,False,False,False,False,False
6370,False,False,True,False,False,False,False,False,False,True,False,False,True
6400,False,False,True,False,False,True,False,False,False,False,False,False,False
6420,False,True,False,False,False,True,False,True,False,False,False,False,False
6510,False,False,True,True,False,False,False,False,False,False,False,False,False
6550,False,False,True,False,False,False,False,False,False,False,False,False,False
6600,False,True,False,False,True,False,False,False,False,False,False,False,False
6800,False,False,True,False,False,False,False,False,False,False,False,False,False
6810,False,False,True,False,False,False,False,False,False,False,False,False,False
6830,False,False,True,False,False,False,False,False,False,False,False,False,False
6840,False,False,True,False,False,False,False,False,False,False,False,False,False
6850,False,False,True,False,False,False,False,False,False,False,False,False,False
6860,False,False,True,False,False,False,False,False,False,False,False,False,False
6870,False,False,True,False,False,False,False,False,False,False,False,False,False
6880,False,False,True,False,False,False,False,False,False,False,False,False,False
6900,False,False,True,False,False,False,False,False,False,False,False,False,False
6910,False,False,True,False,False,False,False,False,False,False,False,False,False
6920,False,False,True,False,False,False,False,False,False,False,False,False,False
6980,False,False,True,False,False,False,False,False,False,False,False,False,False
7000,False,False,True,True,False,False,False,False,False,False,False,False,False
7010,False,False,True,False,False,False,False,False,False,False,False,False,False
7020,False,False,True,False,False,False,False,False,False,False,False,False,False
7110,False,False,False,False,False,False,True,False,False,False,False,False,False
7200,False,False,False,False,False,False,False,False,False,False,False,True,False
7210,False,False,False,True,False,False,False,False,False,False,False,False,False
7220,False,False,False,True,False,False,False,False,False,False,False,False,False
7260,False,False,False,False,False,False,True,False,False,False,False,False,False
7340,False,True,False,False,True,False,False,False,False,False,False,False,False
7510,False,False,True,True,False,False,True,False,False,False,False,False,False
7520,False,False,False,False,False,False,True,False,False,False,False,False,False
7530,False,False,False,False,False,True,False,False,False,False,False,False,False
7600,False,False,False,False,False,True,False,False,False,False,False,False,False
7610,False,False,False,False,False,True,False,False,False,False,False,False,False
7620,False,False,False,False,False,True,False,False,False,False,False,False,False
7650,False,False,False,False,False,True,False,False,False,False,False,False,False
7660,False,False,False,False,False,True,False,False,False,False,False,False,False
7670,False,False,True,False,False,False,True,False,False,False,False,False,False
7730,False,False,False,False,False,True,False,False,False,False,False,False,False
7760,False,False,False,False,False,True,False,False,False,False,False,False,False
7770,False,False,False,False,False,True,False,False,False,False,False,False,False
7830,False,False,False,False,False,True,False,False,False,False,False,False,False
7840,False,False,False,False,False,False,False,False,False,False,False,True,False
7860,False,False,True,False,False,False,False,False,False,False,False,False,False
7940,False,False,True,False,False,False,False,False,False,False,False,False,False
7970,False,False,False,False,False,False,False,False,False,False,True,False,False
8000,False,False,True,True,False,False,False,False,False,False,False,False,False
8080,False,False,True,False,False,False,False,False,False,False,False,False,False
8100,False,False,True,False,False,False,False,False,False,False,False,False,False
8140,False,False,True,True,False,False,False,False,False,False,False,False,False
8170,False,False,True,False,False,True,False,False,False,False,False,False,False
8190,False,False,True,True,False,False,False,False,False,False,False,False,False
8200,False,False,True,True,False,False,False,False,False,False,False,False,False
8210,False,False,True,True,False,False,False,False,False,False,False,False,False
8220,False,False,True,True,False,False,False,False,False,False,False,False,False
8230,False,False,True,True,False,False,False,False,False,False,False,False,False
8240,False,False,True,True,False,False,False,False,False,False,False,False,False
8250,False,False,True,True,False,False,False,False,False,False,False,False,False
8260,False,False,False,True,False,False,False,False,False,False,False,False,False
8270,False,False,False,True,False,False,False,False,False,False,False,False,False
8280,False,False,False,True,False,False,False,False,False,False,False,False,False
8290,False,False,False,True,False,False,False,False,False,False,False,False,False
8300,False,False,False,True,False,False,False,False,False,False,False,False,False
8310,False,False,False,True,False,False,False,False,False,False,False,False,False
8320,False,False,False,True,False,False,False,False,False,False,False,False,False
8330,False,False,False,False,True,False,False,False,False,False,False,False,False
8340,False,False,False,True,False,False,False,False,False,False,False,False,False
8350,False,False,False,True,False,False,False,False,False,False,False,False,False
8360,False,False,False,True,False,False,False,False,False,False,False,False,False
8370,False,False,False,True,False,False,False,False,False,False,False,False,False
8380,False,False,False,True,False,False,False,False,False,False,False,False,False
8400,False,False,False,False,True,False,False,False,False,False,False,False,False
8500,False,False,False,False,False,False,True,False,False,False,False,False,True
8600,False,False,False,False,False,False,False,False,False,False,False,True,False
8780,False,False,False,False,False,False,False,False,False,False,False,True,False
8790,False,False,False,False,False,False,False,True,False,False,True,True,False
8800,False,False,False,False,False,True,False,False,False,False,False,False,False
8850,False,False,True,False,False,False,False,False,False,False,False,False,False
8870,False,False,True,False,False,False,False,False,False,False,False,False,False
8880,False,False,False,False,False,True,True,False,False,False,False,False,False
8890,False,False,False,False,False,True,True,False,False,False,False,False,False
8930,False,False,False,False,False,True,False,False,False,False,False,False,False
8970,False,True,False,False,False,False,False,False,False,False,False,False,False
8980,False,False,True,False,False,False,True,False,False,False,False,False,False
9000,False,False,True,False,False,False,False,False,False,False,False,False,False
9010,False,False,True,False,False,False,False,False,False,False,False,False,False
9030,False,False,True,False,False,False,False,False,False,False,False,False,False
9040,False,False,True,False,False,False,False,False,False,False,False,False,False
9050,False,False,True,False,False,False,False,False,False,False,False,False,False
9060,False,False,True,False,False,False,False,False,False,False,False,False,False
9160,False,False,True,False,False,False,False,False,False,False,False,False,False
9180,False,False,True,False,False,False,False,False,False,False,False,False,False
9200,False,False,True,False,False,False,False,False,False,False,False,False,False
9310,False,False,False,False,False,True,False,False,False,False,False,False,False
9340,False,False,True,False,False,True,False,False,False,False,False,False,False
9350,False,False,False,False,False,True,False,False,False,False,False,False,False
9420,False,False,False,False,False,True,False,False,False,False,False,False,False
9450,False,False,False,False,False,True,False,False,False,False,False,False,False
9460,False,False,True,False,False,False,False,False,False,False,False,False,False
9480,False,False,True,False,False,False,False,False,False,False,False,False,False
9500,False,True,False,False,False,False,False,False,False,False,False,False,False
9710,False,False,True,False,False,False,False,False,False,False,False,False,False
9730,False,False,False,False,False,False,False,True,False,False,False,False,False
9760,False,False,True,False,False,False,False,False,False,False,False,False,False
9800,False,False,True,True,False,False,False,False,False,False,False,False,False
9850,False,False,False,False,False,True,False,True,False,False,False,False,False
9870,False,False,True,False,False,False,False,False,False,False,False,False,False
9880,False,False,False,False,False,False,True,False,False,True,False,False,True
9900,False,False,False,False,False,False,True,False,False,True,False,False,True
9930,False,False,False,False,False,False,False,False,False,False,False,True,False
9940,False,False,True,True,False,False,False,False,False,False,False,False,False
9960,False,False,False,True,False,False,False,False,False,False,False,False,False
9970,False,False,True,False,False,False,False,False,False,False,False,False,False
9980,False,False,False,False,True,False,False,False,False,False,False,False,False
9990,False,False,True,True,False,False,False,False,False,False,False,False,False
10090,False,False,True,False,False,False,False,False,False,False,False,False,False
10100,False,False,False,True,False,False,False,False,False,False,False,False,False
10110,False,False,False,True,False,False,False,False,False,False,False,False,False
10120,False,False,True,False,True,False,False,False,False,False,False,False,False
10130,False,False,True,False,False,False,False,False,False,False,False,False,False
10140,False,False,False,False,False,False,False,False,False,False,True,False,False
10150,False,False,True,True,False,False,False,False,False,False,False,False,False
10180,False,False,True,False,False,False,False,False,False,False,False,False,False
10220,False,False,True,False,False,False,False,False,False,False,False,False,False
10230,False,False,False,True,False,False,False,False,False,False,False,False,False
10240,False,False,False,True,False,False,False,False,False,False,False,False,False
10250,False,False,False,False,False,False,False,True,False,False,False,False,False
10260,False,False,False,False,False,False,False,True,False,False,False,False,False
10270,False,False,False,False,False,True,True,False,False,False,False,False,False
10460,False,False,True,False,False,False,False,False,False,False,False,False,False
10500,False,False,False,False,False,True,False,False,False,False,False,False,False
10520,False,False,False,False,False,False,False,False,False,False,True,False,False
10530,False,False,True,False,False,False,True,False,False,False,False,False,False
10680,False,False,True,False,False,False,False,False,False,False,False,False,False
11020,False,False,False,False,False,False,False,False,False,False,False,True,False
11040,False,False,False,True,False,False,True,False,False,False,False,False,False
11050,False,False,False,True,False,False,False,False,False,False,False,False,False
11130,False,False,False,True,False,False,False,False,False,False,False,False,False
11140,False,False,False,True,False,False,False,False,False,False,False,False,False
11150,False,False,False,True,False,False,False,False,False,False,False,False,False
11180,False,False,False,True,True,False,False,False,False,False,False,False,False
11190,False,False,False,True,False,False,True,False,False,False,False,False,False
11200,False,False,True,False,False,False,False,False,False,False,False,False,False
11230,False,True,False,False,True,False,False,False,False,False,False,True,False
11240,False,True,True,False,False,True,False,False,False,False,False,False,False
11250,False,False,False,False,False,True,False,True,False,False,False,False,False
11260,False,False,False,False,False,True,False,True,False,False,False,False,False
11280,False,True,True,False,True,False,False,False,False,False,False,False,False
11330,False,True,False,False,True,False,False,False,False,False,False,False,False
11340,False,True,True,False,False,False,False,False,False,False,False,False,False
11360,False,True,False,False,False,False,False,False,False,False,False,False,False
11370,False,False,False,True,False,False,False,False,False,False,False,False,False
11390,False,False,True,False,False,False,False,False,False,False,False,True,False
11450,False,False,False,False,False,False,True,False,False,False,False,False,False
11480,False,False,False,False,False,True,False,False,False,False,False,False,False
11560,False,False,False,False,False,True,False,False,False,False,False,False,False
11590,False,False,False,False,False,False,False,True,False,False,False,False,False
11610,False,False,True,False,False,False,True,False,False,True,False,False,True
11900,False,False,False,False,True,False,False,False,False,False,False,False,False
11920,False,False,False,False,True,False,False,False,False,False,False,False,False
12100,False,False,True,False,False,False,False,False,False,False,False,False,False
12110,False,False,True,False,False,False,False,False,False,False,False,False,False
12120,False,False,True,False,False,False,False,False,False,False,False,False,False
12130,False,False,True,False,False,False,False,False,False,False,False,False,False
12140,False,False,True,False,False,False,False,False,False,False,False,False,False
12150,False,False,True,False,False,False,False,False,False,False,False,False,False
12160,False,False,False,False,False,False,False,False,False,False,False,True,False
12170,False,False,True,False,False,False,False,False,False,False,False,False,False
12180,False,False,True,False,False,False,False,False,False,False,False,False,False
12200,False,False,True,True,False,False,False,False,False,False,False,False,False
12210,False,False,True,True,False,False,False,False,False,False,False,False,False
12220,False,False,True,False,False,False,False,False,False,False,False,False,False
12310,False,False,False,True,True,False,True,False,False,False,False,False,False
12320,False,False,True,False,False,False,True,False,False,False,False,False,False
12330,False,False,True,False,False,False,False,False,False,False,False,False,False
12340,False,False,False,True,False,False,False,False,False,False,False,False,False
12360,False,False,False,False,False,False,False,False,False,False,False,True,False
12390,False,False,True,False,False,False,False,False,False,False,False,False,False
12420,False,False,False,False,False,True,False,False,False,False,False,False,False
12430,False,False,False,False,True,False,False,False,False,False,False,False,False
12440,False,False,False,True,False,False,False,False,False,False,False,False,False
12450,False,False,False,True,False,False,False,False,False,False,False,False,False
12460,False,False,False,False,False,True,False,False,False,False,False,False,False
12470,False,False,False,False,False,True,False,False,False,False,False,False,False
12480,False,False,False,False,False,True,False,False,False,False,False,False,False
12500,False,False,False,False,True,False,False,False,False,False,False,False,False
12510,False,False,False,False,False,True,False,False,False,False,False,False,False
12520,False,False,False,False,False,False,False,False,False,False,False,True,False
12530,False,False,True,True,False,True,False,False,False,False,False,False,False
12540,False,False,False,False,True,False,False,False,False,False,False,False,False
12560,False,False,False,False,False,False,False,True,False,False,False,False,False
12570,False,False,False,False,False,False,False,False,False,False,False,False,False
12580,False,False,False,False,False,False,False,False,False,False,False,False,False
12590,False,False,False,False,False,False,False,False,False,False,False,True,False
12600,False,False,False,False,False,False,False,False,False,False,False,True,False
12630,False,False,True,False,False,False,True,False,False,False,False,False,False
12640,False,False,False,False,False,False,True,False,False,False,False,False,False
12650,False,False,False,False,True,False,False,True,False,False,False,False,False
12660,False,False,False,False,True,False,False,True,False,False,False,False,False
12670,False,False,False,False,False,False,False,True,False,False,False,False,False
12690,False,False,False,False,False,False,False,True,False,False,True,False,False
12710,False,False,False,False,False,False,True,False,False,False,False,False,False
12750,False,False,False,False,False,False,False,False,False,False,False,True,False
12770,False,False,False,False,False,False,True,False,False,False,False,False,False
12790,False,False,True,True,False,False,False,False,False,False,False,False,False
12810,False,False,False,False,False,False,True,False,False,False,False,False,False
12830,False,False,True,False,False,False,False,False,False,False,False,False,False
12900,False,True,False,False,False,False,False,False,False,False,False,False,False
13000,False,True,False,False,True,False,False,False,False,False,False,False,False
13140,False,False,True,False,False,False,False,False,False,False,False,False,False
13200,False,False,True,False,False,False,False,False,False,False,False,False,False
13210,False,False,True,False,False,False,False,False,False,False,False,False,False
13230,False,False,True,False,False,False,False,False,False,False,False,False,False
13240,False,False,True,False,False,False,False,False,False,False,False,False,False
13250,False,False,True,False,False,False,False,False,False,False,False,False,False
13500,False,False,True,True,False,False,False,False,False,False,False,False,False
13520,False,False,True,False,False,False,False,False,False,False,False,False,False
13530,False,False,True,True,False,False,False,False,False,False,False,False,False
13540,False,False,True,False,False,False,False,False,False,False,False,False,False
13560,False,False,True,False,False,False,False,False,False,False,False,False,False
13570,False,False,True,False,False,False,False,False,False,False,False,False,False
13580,False,False,True,False,False,False,False,False,False,False,False,False,False
13600,False,False,True,True,False,False,False,False,False,False,False,False,False
13620,False,False,True,False,False,False,False,False,False,False,False,False,False
13630,False,False,True,False,False,False,False,False,False,False,False,False,False
15000,False,False,True,False,False,False,False,False,False,False,False,False,False
15080,False,False,True,True,False,False,False,False,False,False,False,False,False
15100,False,False,True,True,False,False,False,False,False,False,False,False,False
15120,False,False,True,False,False,False,False,False,False,False,False,False,False
15130,False,False,True,True,False,False,False,False,False,False,False,False,False
15160,False,False,False,False,False,False,False,True,False,False,False,False,False
15170,False,False,False,False,False,True,False,False,False,False,False,False,False
15190,False,False,True,False,False,False,False,False,False,False,False,False,False
15200,False,False,False,False,False,False,False,True,False,False,False,False,False
15210,False,False,False,False,False,False,False,True,False,False,False,False,False
15230,False,False,True,False,False,False,False,True,False,False,False,False,False
15240,False,False,False,False,False,False,False,True,False,False,False,False,False
15270,False,False,True,False,False,False,False,False,False,False,False,False,False
15320,False,False,False,False,False,False,False,True,False,False,False,False,False
15300,False,False,True,False,False,False,False,False,False,False,False,False,False
15310,False,False,False,False,False,True,False,False,False,False,False,False,False
15350,False,False,False,False,True,False,False,False,False,False,False,False,False
15370,False,False,False,False,False,True,False,False,False,False,False,False,False
15380,False,False,False,False,False,True,False,False,False,False,False,False,False
15390,False,False,True,False,False,False,False,False,False,False,False,False,False
15400,False,True,False,False,False,True,False,False,False,False,False,False,False
15500,False,True,False,False,True,False,False,False,False,False,False,False,False
15520,False,True,True,False,False,False,False,False,False,False,True,False,False
15540,False,True,True,False,False,False,False,False,True,False,False,False,False
15560,False,True,True,False,False,False,False,False,False,False,True,False,False
15620,False,False,False,False,False,True,False,False,False,False,False,False,False
15700,False,False,False,True,False,False,False,False,False,False,False,False,False
15710,False,False,False,True,False,False,False,False,False,False,False,False,False
15740,False,False,True,True,False,True,False,False,False,False,False,False,False
15750,False,False,True,True,False,True,False,False,False,False,False,False,False
15800,False,True,False,False,True,False,False,False,False,False,False,False,False
15900,False,False,False,False,True,False,False,False,False,False,False,False,False
15910,False,False,False,False,True,False,False,False,False,False,False,False,False
15920,False,False,False,False,True,False,False,False,False,False,False,False,False
15930,False,False,False,False,True,False,False,False,False,False,False,False,False
15950,False,False,False,False,True,False,False,False,False,False,False,False,False
15960,False,False,False,False,True,False,False,False,False,False,False,False,False
15970,False,False,False,False,True,False,False,False,False,False,False,False,False
16000,False,False,False,False,True,False,False,False,False,False,False,False,False
16020,False,False,False,False,True,False,False,False,False,False,False,False,False
16030,False,False,False,False,True,False,False,False,False,False,False,False,False
16040,False,False,False,False,True,False,False,False,False,False,False,False,False
16060,False,False,False,False,True,False,False,False,False,False,False,False,False
16100,False,False,False,False,True,False,False,True,False,False,False,False,False
16110,False,False,False,False,True,False,False,True,False,False,False,False,False
16120,False,False,False,False,True,False,False,True,False,False,False,False,False
16130,False,False,False,False,True,False,False,True,False,False,False,False,False
16180,False,False,False,False,True,False,False,True,False,False,False,False,False
16200,False,False,False,False,True,False,False,True,False,False,False,False,False
16300,False,True,False,False,True,False,False,False,False,False,False,False,False
16450,False,False,True,False,False,False,False,False,False,False,False,False,False
16500,False,True,False,False,True,False,False,False,False,False,False,False,False
16600,False,True,False,False,False,False,False,False,False,False,True,True,False
16620,False,True,False,False,False,False,False,False,False,False,True,True,False
16710,False,False,True,True,False,False,False,False,False,False,False,False,False
16720,False,False,True,False,False,False,False,False,False,False,False,False,False
16730,False,False,True,False,False,False,False,False,False,False,False,False,False
16810,False,False,False,False,False,True,False,False,False,False,False,False,False
17080,False,False,True,False,False,False,False,False,False,True,False,False,False
17100,False,False,False,False,False,True,False,True,False,False,False,False,False
17120,False,False,False,False,False,True,False,True,False,False,False,False,False
17140,False,False,False,False,False,True,True,False,False,False,False,False,False
17180,False,False,False,False,False,True,False,False,False,False,False,False,False
17300,False,False,True,False,False,False,False,False,False,False,False,False,False
17330,False,False,True,False,False,False,False,False,False,False,False,False,False
