ID,CategorySinglePlayer,CategoryMultiplayer,CategoryCoop,CategoryMMO,CategoryInAppPurchase,CategoryIncludeSrcSDK,CategoryIncludeLevelEditor,CategoryVRSupport
3310,True,False,False,False,False,False,False,False
3320,True,False,False,False,False,False,False,False
3330,True,False,False,False,False,False,False,False
3340,True,False,False,False,False,False,False,False
3350,True,False,False,False,False,False,False,False
3360,True,False,False,False,False,False,False,False
3380,True,False,False,False,False,False,False,False
3390,True,False,False,False,False,False,False,False
3400,True,False,False,False,False,False,False,False
3410,True,False,False,False,False,False,False,False
3420,True,False,False,False,False,False,False,False
3430,True,False,False,False,False,False,False,False
3440,True,False,False,False,False,False,False,False
3450,True,False,False,False,False,False,False,False
3460,True,False,False,False,False,False,False,False
3480,True,False,False,False,False,False,False,False
3483,True,False,False,False,False,False,False,False
3490,True,False,False,False,False,False,False,False
3500,True,False,False,False,False,False,False,False
3510,True,False,False,False,False,False,False,False
3520,True,False,False,False,False,False,False,False
3530,True,False,False,False,False,False,False,False
3540,True,False,False,False,False,False,False,False
3560,True,False,False,False,False,False,False,False
3570,True,False,False,False,False,False,False,False
3580,True,False,False,False,False,False,False,False
3590,True,False,False,False,False,False,False,False
3600,True,False,False,False,False,False,False,False
3610,True,False,False,False,False,False,False,False
3620,True,False,False,False,False,False,False,False
3700,True,False,False,False,False,False,False,False
3710,True,True,True,False,False,False,False,False
3720,True,False,False,False,False,False,False,False
3730,True,True,False,False,False,False,False,False
3800,True,False,False,False,False,False,False,False
3810,True,False,False,False,False,False,False,False
3820,True,False,False,False,False,False,False,False
3830,True,False,False,False,False,False,False,False
3900,True,True,False,False,False,False,True,False
3910,True,True,False,False,False,False,True,False
3920,True,False,False,False,False,False,False,False
3960,True,True,False,False,False,False,False,False
3980,True,False,False,False,False,False,False,False
3990,True,False,False,False,False,False,False,False
4000,True,True,True,False,False,False,True,False
4100,True,False,False,False,False,False,False,False
4230,True,True,False,False,False,False,False,False
4290,True,True,False,False,False,False,False,False
4300,True,False,False,False,False,False,True,False
4420,True,False,False,False,False,False,False,False
4460,True,False,False,False,False,False,False,False
4470,True,True,False,False,False,False,False,False
4500,True,True,False,False,False,False,False,False
4520,True,True,True,False,False,False,False,False
4530,True,True,True,False,False,False,False,False
4540,True,True,False,False,False,False,True,False
4550,True,False,False,False,False,False,False,False
4560,True,True,False,False,False,False,False,False
4570,True,True,False,False,False,False,False,False
4580,True,True,False,False,False,False,False,False
4700,True,True,False,False,False,False,False,False
4720,True,False,False,False,False,False,False,False
4760,True,True,False,False,False,False,False,False
4770,True,True,False,False,False,False,False,False
4780,True,True,False,False,False,False,False,False
4800,True,True,False,False,False,False,False,False
4850,True,True,False,False,False,False,False,False
4870,True,False,False,False,False,False,False,False
4880,True,False,False,False,False,False,False,False
4890,True,True,False,False,False,False,False,False
4900,True,False,False,False,False,False,False,False
4920,False,True,False,False,False,False,True,False
6000,True,False,False,False,False,False,False,False
6010,True,False,False,False,False,False,False,False
6020,True,True,False,False,False,False,False,False
6030,True,True,False,False,False,False,False,False
6040,True,False,False,False,False,False,False,False
6060,True,False,False,False,False,False,False,False
6080,True,False,True,False,False,False,False,False
6090,True,False,False,False,False,False,False,False
6120,True,True,False,False,False,False,False,False
6200,True,False,False,False,False,False,False,False
6210,True,False,False,False,False,False,False,False
6220,True,True,False,False,False,False,False,False
6250,True,True,False,False,False,False,False,False
6270,True,True,False,False,False,False,False,False
6300,True,False,False,False,False,False,False,False
6310,True,False,False,False,False,False,False,False
6370,True,True,False,True,False,False,False,False
6400,True,True,True,False,False,False,False,False
6420,True,True,False,False,False,False,True,False
6510,True,True,False,False,False,False,False,False
6550,True,False,False,False,False,False,False,False
6600,True,False,False,False,False,False,False,False
6800,True,True,True,False,False,False,False,False
6810,True,True,True,False,False,False,False,False
6830,True,True,True,False,False,False,False,False
6840,True,True,True,False,False,False,False,False
6850,True,False,False,False,False,False,False,False
6860,True,False,False,False,False,False,False,False
6870,True,False,False,False,False,False,False,False
6880,True,False,False,False,False,False,False,False
6900,True,False,False,False,False,False,False,False
6910,True,True,False,False,False,False,False,False
6920,True,False,False,False,False,False,False,False
6980,True,False,False,False,False,False,False,False
7000,True,False,False,False,False,False,False,False
7010,True,True,False,False,False,False,False,False
7020,True,True,True,False,False,False,False,False
7110,True,False,False,False,False,False,False,False
7200,True,True,False,False,False,False,True,False
7210,True,False,False,False,False,False,False,False
7220,True,False,False,False,False,False,False,False
7260,True,True,False,False,False,False,False,False
7340,True,False,False,False,False,False,False,False
7510,True,False,False,False,False,False,False,False
7520,True,True,False,False,False,False,False,False
7530,True,False,False,False,False,False,False,False
7600,True,True,False,False,False,False,False,False
7610,True,True,False,False,False,False,False,False
7620,True,False,False,False,False,False,False,False
7650,True,False,False,False,False,False,False,False
7660,True,False,False,False,False,False,False,False
7670,True,False,False,False,False,False,False,False
7730,True,True,False,False,False,False,False,False
7760,True,False,False,False,False,False,False,False
7770,True,True,False,False,False,False,False,False
7830,True,True,False,False,False,False,True,False
7840,True,False,False,False,False,False,False,False
7860,True,True,False,False,False,False,False,False
7940,True,True,False,False,False,False,False,False
7970,True,False,False,False,False,False,False,False
8000,True,False,False,False,False,False,False,False
8080,True,True,False,False,False,False,False,False
8100,True,False,False,False,False,False,False,False
8140,True,False,False,False,False,False,False,False
8170,True,True,False,False,False,False,False,False
8190,True,False,False,False,False,False,False,False
8200,True,False,False,False,False,False,False,False
8210,True,False,False,False,False,False,False,False
8220,True,False,False,False,False,False,False,False
8230,True,False,False,False,False,False,False,False
8240,True,False,False,False,False,False,False,False
8250,True,False,False,False,False,False,False,False
8260,True,False,False,False,False,False,False,False
8270,True,False,False,False,False,False,False,False
8280,True,False,False,False,False,False,False,False
8290,True,False,False,False,False,False,False,False
8300,True,False,False,False,False,False,False,False
8310,True,False,False,False,False,False,False,False
8320,True,False,False,False,False,False,False,False
8330,True,False,False,False,False,False,False,False
8340,True,False,False,False,False,False,False,False
8350,False,False,False,False,False,False,False,False
8360,False,False,False,False,False,False,False,False
8370,False,False,False,False,False,False,False,False
8380,False,False,False,False,False,False,False,False
8400,True,False,False,False,False,False,False,False
8500,False,True,False,True,False,False,False,False
8600,True,True,False,False,False,False,False,False
8780,True,True,False,False,False,False,False,False
8790,True,True,False,False,False,False,False,False
8800,True,False,False,False,False,False,False,False
8850,True,True,False,False,False,False,False,False
8870,True,False,False,False,False,False,False,False
8880,True,True,False,False,False,False,False,False
8890,True,True,False,False,False,False,False,False
8930,True,True,False,False,False,False,False,False
8970,True,False,False,False,False,False,False,False
8980,True,True,True,False,False,False,False,False
9000,True,False,False,False,False,False,False,False
9010,True,True,False,False,False,False,False,False
9030,True,True,False,False,False,False,False,False
9040,True,True,False,False,False,False,False,False
9050,True,True,False,False,False,False,False,False
9060,True,True,True,False,False,False,False,False
9160,True,False,False,False,False,False,False,False
9180,True,False,False,False,False,False,False,False
9200,True,True,True,False,False,False,False,False
9310,True,True,False,False,False,False,False,False
9340,True,True,False,False,False,False,False,False
9350,True,True,False,False,False,False,False,False
9420,True,True,False,False,False,False,False,False
9450,True,True,False,False,False,False,False,False
9460,True,False,True,False,False,False,False,False
9480,True,False,False,False,False,False,False,False
9500,True,True,False,False,False,False,False,False
9710,True,False,False,False,False,False,False,False
9730,True,False,False,False,False,False,False,False
9760,True,True,False,False,False,False,False,False
9800,True,False,False,False,False,False,False,False
9850,True,True,True,False,False,False,False,False
9870,True,False,False,False,False,False,False,False
9880,False,True,True,True,False,False,False,False
9900,False,True,True,True,False,False,False,False
9930,True,True,True,False,False,False,False,False
9940,True,False,False,False,False,False,False,False
9960,True,False,False,False,False,False,False,False
9970,True,False,False,False,False,False,False,False
9980,True,False,False,False,False,False,False,False
9990,True,True,False,False,False,False,False,False
10090,True,True,True,False,False,False,False,False
10100,True,False,False,False,False,False,False,False
10110,True,False,False,False,False,False,False,False
10120,True,False,False,False,False,False,False,False
10130,True,True,False,False,False,False,False,False
10140,True,False,False,False,False,False,False,False
10150,True,False,False,False,False,False,False,False
10180,True,True,True,False,False,False,False,False
10220,True,False,False,False,False,False,False,False
10230,True,False,False,False,False,False,False,False
10240,True,False,False,False,False,False,False,False
10250,True,True,False,False,False,False,False,False
10260,True,True,False,False,False,False,False,False
10270,True,True,False,False,False,False,False,False
10460,True,True,False,False,False,False,False,False
10500,True,True,False,False,False,False,False,False
10520,True,True,False,False,False,False,False,False
10530,True,True,True,False,False,False,False,False
10680,True,True,True,False,False,False,False,False
11020,True,True,False,False,False,False,True,False
11040,True,False,False,False,False,False,False,False
11050,True,False,False,False,False,False,False,False
11130,True,False,False,False,False,False,False,False
11140,True,False,False,False,False,False,False,False
11150,True,False,False,False,False,False,False,False
11180,True,False,False,False,False,False,False,False
11190,True,False,False,False,False,False,False,False
11200,True,True,False,False,False,False,True,False
11230,True,True,False,False,False,False,False,False
11240,True,True,True,False,False,False,False,False
11250,True,True,False,False,False,False,False,False
11260,True,True,False,False,False,False,False,False
11280,True,True,False,False,False,False,False,False
11330,True,False,False,False,False,False,False,False
11340,True,False,False,False,False,False,False,False
11360,True,False,False,False,False,False,False,False
11370,True,False,False,False,False,False,False,False
11390,True,False,False,False,False,False,False,False
11450,True,False,False,False,False,False,False,False
11480,True,True,True,False,False,False,False,False
11560,True,False,False,False,False,False,False,False
11590,True,False,False,False,False,False,False,False
11610,True,True,True,True,False,False,False,False
11900,True,False,False,False,False,False,False,False
11920,True,False,False,False,False,False,False,False
12100,True,False,False,False,False,False,False,False
12110,True,False,False,False,False,False,False,False
12120,True,False,False,False,False,False,False,False
12130,True,False,False,False,False,False,False,False
12140,True,False,False,False,False,False,False,False
12150,True,False,False,False,False,False,False,False
12160,True,True,False,False,False,False,False,False
12170,True,False,False,False,False,False,False,False
12180,True,False,False,False,False,False,False,False
12200,True,False,False,False,False,False,False,False
12210,True,True,False,False,False,False,False,False
12220,True,True,False,False,False,False,False,False
12310,True,False,False,False,False,False,False,False
12320,True,False,False,False,False,False,False,False
12330,True,False,False,False,False,False,False,False
12340,True,False,False,False,False,False,False,False
12360,True,True,False,False,False,False,False,False
12390,True,True,False,False,False,False,False,False
12420,True,True,False,False,False,False,False,False
12430,True,False,False,False,False,False,False,False
12440,True,False,False,False,False,False,False,False
12450,True,False,False,False,False,False,False,False
12460,True,True,False,False,False,False,False,False
12470,True,False,False,False,False,False,False,False
12480,True,False,False,False,False,False,False,False
12500,True,True,False,False,False,False,False,False
12510,True,False,False,False,False,False,False,False
12520,True,False,False,False,False,False,False,False
12530,True,False,False,False,False,False,False,False
12540,True,False,False,False,False,False,False,False
12560,True,False,False,False,False,False,False,False
12570,True,False,False,False,False,False,False,False
12580,True,False,False,False,False,False,False,False
12590,True,True,False,False,False,False,False,False
12600,True,False,False,False,False,False,False,False
12630,True,False,False,False,False,False,False,False
12640,True,False,False,False,False,False,False,False
12650,True,False,False,False,False,False,False,False
12660,True,False,False,False,False,False,False,False
12670,True,False,False,False,False,False,False,False
12690,True,False,False,False,False,False,False,False
12710,True,False,False,False,False,False,False,False
12750,True,False,False,False,False,False,False,False
12770,True,False,False,False,False,False,False,False
12790,True,True,True,False,False,False,False,False
12810,True,False,False,False,False,False,False,False
12830,True,False,False,False,False,False,False,False
12900,True,False,True,False,False,False,False,False
13000,True,True,False,False,False,False,False,False
13140,True,True,False,False,False,False,False,False
13200,True,False,False,False,False,False,False,False
13210,True,True,True,False,False,False,False,False
13230,True,True,False,False,False,False,False,False
13240,True,True,False,False,False,False,False,False
13250,True,True,False,False,False,False,False,False
13500,True,False,False,False,False,False,False,False
13520,True,False,False,False,False,False,False,False
13530,True,False,False,False,False,False,False,False
13540,True,True,False,False,False,False,False,False
13560,True,False,False,False,False,False,False,False
13570,True,False,False,False,False,False,False,False
13580,True,True,False,False,False,False,False,False
13600,True,False,False,False,False,False,False,False
13620,True,True,False,False,False,False,False,False
13630,False,False,False,False,False,False,False,False
15000,True,True,False,False,False,False,False,False
15080,True,False,False,False,False,False,False,False
15100,True,False,False,False,False,False,False,False
15120,True,True,True,False,False,False,False,False
15130,True,False,False,False,False,False,False,False
15160,True,False,False,False,False,False,False,False
15170,True,False,False,False,False,False,False,False
15190,True,False,False,False,False,False,False,False
15200,True,True,False,False,False,False,False,False
15210,True,True,True,False,False,False,False,False
15230,True,True,False,False,False,False,False,False
15240,True,True,False,False,False,False,False,False
15270,True,False,False,False,False,False,False,False
15320,True,True,False,False,False,False,True,False
15300,True,False,True,False,False,False,False,False
15310,True,False,False,False,False,False,False,False
15350,True,True,True,False,False,False,False,False
15370,True,False,False,False,False,False,False,False
15380,True,False,False,False,False,False,False,False
15390,True,False,False,False,False,False,False,False
15400,True,False,False,False,False,False,False,False
15500,True,False,False,False,False,False,False,False
15520,True,False,False,False,False,False,False,False
15540,True,False,False,False,False,False,False,False
15560,True,False,False,False,False,False,False,False
15620,True,True,True,False,False,False,False,False
15700,True,False,False,False,False,False,False,False
15710,True,False,False,False,False,False,False,False
15740,True,False,False,False,False,False,False,False
15750,True,False,False,False,False,False,False,False
15800,True,False,False,False,False,False,False,False
15900,True,False,False,False,False,False,False,False
15910,True,False,False,False,False,False,False,False
15920,True,False,False,False,False,False,False,False
15930,True,False,False,False,False,False,False,False
15950,True,False,False,False,False,False,False,False
15960,True,False,False,False,False,False,False,False
15970,True,False,False,False,False,False,False,False
16000,True,False,False,False,False,False,False,False
16020,True,False,False,False,False,False,False,False
16030,True,False,False,False,False,False,False,False
16040,True,False,False,False,False,False,False,False
16060,True,False,False,False,False,False,False,False
16100,True,False,False,False,False,False,False,False
16110,True,False,False,False,False,False,False,False
16120,True,False,False,False,False,False,False,False
16130,True,False,False,False,False,False,False,False
16180,True,False,False,False,False,False,False,False
16200,True,False,False,False,False,False,False,False
16300,True,False,False,False,False,False,False,False
16450,True,True,False,False,False,False,False,False
16500,True,False,False,False,False,False,False,False
16600,True,True,False,False,False,False,False,False
16620,True,False,False,False,False,False,False,False
16710,True,False,False,False,False,False,False,False
16720,True,False,False,False,False,False,False,False
16730,True,False,False,False,False,False,False,False
16810,True,True,False,False,False,False,False,False
17080,False,True,True,False,False,False,False,False
17100,True,False,False,False,False,False,False,False
17120,True,False,False,False,False,False,False,False
17140,True,False,False,False,False,False,False,False
17180,True,False,False,False,False,False,False,False
17300,True,False,False,False,False,False,False,False
17330,True,False,False,False,False,False,False,False
17390,True,False,False,False,False,False,False,False
17410,True,False,False,False,False,False,False,False
17430,True,True,False,False,False,False,False,False
17440,True,False,False,False,False,False,False,False
17450,True,False,False,False,False,False,False,False
17460,True,False,False,False,False,False,False,False
17470,True,False,False,False,False,False,False,False
17480,True,False,False,False,False,False,False,False
17570,False,True,False,False,False,False,True,False
17580,False,True,False,False,False,False,False,False
17710,False,True,False,False,False,False,True,False
17740,False,True,False,False,False,True,True,False
18000,True,False,False,False,False,False,False,False
18020,True,False,False,False,False,False,False,False
18040,True,True,False,False,False,False,False,False
18050,True,True,False,False,False,False,False,False
18070,True,True,False,False,False,False,False,False
18120,True,False,False,False,False,False,False,False
18300,True,False,False,False,False,False,False,False
18400,True,False,False,False,False,False,False,False
18420,True,False,False,False,False,False,False,False
18430,True,False,False,False,False,False,False,False
18470,True,False,False,False,False,False,False,False
18480,True,False,False,False,False,False,False,False
18500,True,False,False,False,False,False,False,False
18600,True,True,False,False,False,False,False,False
18700,True,False,False,False,False,False,False,False
18820,True,True,False,False,False,False,False,False
19000,True,False,False,False,False,False,False,False
19020,True,True,False,False,False,False,False,False
19030,True,False,False,False,False,False,False,False
19080,True,False,False,False,False,False,False,False
19200,True,False,False,False,False,False,False,False
19320,True,False,False,False,False,False,False,False
19500,True,False,False,False,False,False,True,False
19680,True,False,False,False,False,False,False,False
19800,True,False,False,False,False,False,False,False
19810,True,True,False,False,False,False,False,False
19830,True,False,False,False,False,False,False,False
19900,True,True,False,False,False,False,False,False
19930,True,False,False,False,False,False,False,False
19980,True,False,False,False,False,False,False,False
20200,True,True,False,False,False,False,False,False
20500,True,True,False,False,False,False,False,False
20510,True,True,False,False,False,False,False,False
20530,True,True,False,False,False,False,False,False
20540,True,True,False,False,False,False,False,False
20550,True,False,False,False,False,False,False,False
20570,True,True,True,False,False,False,False,False
20700,True,False,False,False,False,False,False,False
20710,True,False,False,False,False,False,False,False
20820,True,True,False,False,False,False,False,False
20900,True,False,False,False,False,False,False,False
20920,True,False,False,False,False,False,False,False
21000,True,True,False,False,False,False,False,False
21010,True,True,False,False,False,False,False,False
21030,True,False,True,False,False,False,False,False
21090,True,False,False,False,False,False,False,False
21100,True,True,True,False,False,False,False,False
21130,True,True,False,False,False,False,False,False
21300,True,False,False,False,False,False,False,False
21400,True,False,False,False,False,False,False,False
21500,True,False,False,False,False,False,False,False
21600,True,False,False,False,False,False,False,False
21640,True,True,False,False,False,False,False,False
21660,True,True,False,False,False,False,False,False
21670,True,True,False,False,False,False,False,False
21680,True,True,False,False,False,False,False,False
21690,True,True,True,False,False,False,False,False
21780,True,False,False,False,False,False,False,False
21800,True,True,False,False,False,False,False,False
21980,True,False,False,False,False,False,False,False
22000,True,False,False,False,False,False,False,False
22100,True,False,False,False,False,False,True,False
22120,True,False,False,False,False,False,False,False
22130,True,True,False,False,False,False,False,False
22140,True,False,False,False,False,False,False,False
22180,True,False,False,False,False,False,False,False
22200,True,False,False,False,False,False,False,False
22230,True,True,False,False,False,False,False,False
22300,True,False,False,False,False,False,False,False
22310,True,True,False,False,False,False,False,False
22320,True,False,False,False,False,False,False,False
22330,True,False,False,False,False,False,False,False
22340,True,False,False,False,False,False,False,False
22350,True,True,True,False,False,False,False,False
22370,True,False,False,False,False,False,False,False
22380,True,False,False,False,False,False,False,False
22450,False,False,False,False,False,False,False,False
22500,True,True,False,False,False,False,False,False
22600,True,True,False,False,False,False,False,False
22610,True,False,True,False,False,False,False,False
22650,True,False,True,False,False,False,False,False
22670,True,False,True,False,False,False,False,False
23300,True,False,False,False,False,False,False,False
23310,True,False,False,False,False,False,False,False
23380,True,False,False,False,False,False,False,False
23400,True,False,False,False,False,False,False,False
23420,True,True,True,False,False,False,False,False
23450,False,True,False,False,False,False,False,False
23455,False,True,False,False,False,False,False,False
23460,True,False,False,False,False,False,False,False
23490,True,False,False,False,False,False,False,False
23500,False,True,False,False,False,False,False,False
23530,True,True,True,False,False,False,False,False
23600,True,False,False,False,False,False,False,False
23700,False,True,False,False,False,False,False,False
24010,True,False,False,False,False,False,False,False
24200,False,True,False,True,False,False,False,False
24240,True,False,True,False,False,False,False,False
24400,True,True,False,False,False,False,False,False
24410,True,True,False,False,False,False,False,False
24420,True,False,False,False,False,False,False,False
24460,True,False,False,False,False,False,False,False
24480,True,False,False,False,False,False,False,False
24640,True,False,False,False,False,False,False,False
24650,True,False,False,False,False,False,False,False
24660,True,False,False,False,False,False,False,False
24670,True,True,False,False,False,False,False,False
24720,True,False,False,False,False,False,False,False
24740,True,True,False,False,False,False,False,False
24780,True,False,False,False,False,False,False,False
24790,True,False,False,False,False,False,False,False
24800,True,False,False,False,False,False,False,False
24810,True,True,False,False,False,False,False,False
24840,True,True,False,False,False,False,False,False
24870,True,True,False,False,False,False,False,False
24960,True,True,False,False,False,False,False,False
24980,True,False,False,False,False,False,False,False
25000,True,False,False,False,False,False,True,False
25010,True,False,False,False,False,False,False,False
25500,True,True,False,False,False,False,False,False
25600,True,False,False,False,False,False,False,False
25620,True,False,False,False,False,False,False,False
25700,True,True,True,False,False,False,False,False
25800,True,True,False,False,False,False,False,False
25808,True,True,False,False,False,False,False,False
25830,True,True,False,False,False,False,False,False
25850,True,True,False,False,False,False,True,False
42890,True,True,False,True,False,False,False,False
25890,True,True,True,False,False,False,False,False
25900,True,False,False,False,False,False,False,False
25910,True,True,False,False,False,False,False,False
25980,True,False,False,False,False,False,False,False
25990,True,True,False,False,False,False,False,False
26000,True,False,False,False,False,False,False,False
26300,True,True,False,False,False,False,False,False
26500,True,False,False,False,False,False,False,False
26800,True,False,False,False,False,False,False,False
26900,True,False,False,False,False,False,False,False
27000,True,False,False,False,False,False,False,False
27020,True,False,False,False,False,False,False,False
27050,True,False,False,False,False,False,False,False
27200,True,True,True,False,False,False,False,False
27330,True,True,True,False,False,False,False,False
27400,True,False,False,False,False,False,False,False
27600,True,False,False,False,False,False,False,False
27800,True,False,False,False,False,False,False,False
27810,True,False,False,False,False,False,False,False
27900,True,False,False,False,False,False,False,False
27920,True,True,False,False,False,False,False,False
27940,True,True,True,False,False,False,False,False
28000,True,True,True,False,False,False,False,False
29120,True,False,False,False,False,False,False,False
29130,True,False,False,False,False,False,False,False
29160,True,False,False,False,False,False,False,False
29180,True,False,False,False,False,False,False,False
29540,False,True,False,True,False,False,False,False
29560,False,True,False,True,False,False,False,False
29570,False,True,False,True,False,False,False,False
29580,False,True,False,True,False,False,False,False
29700,True,True,True,True,False,False,False,False
29800,True,False,False,False,False,False,False,False
29900,True,True,False,False,False,False,False,False
31170,True,False,False,False,False,False,False,False
31180,True,False,False,False,False,False,False,False
31190,True,False,False,False,False,False,False,False
31200,True,False,False,False,False,False,False,False
31210,True,False,False,False,False,False,False,False
31220,False,False,False,False,False,False,False,False
31230,False,False,False,False,False,False,False,False
31240,False,False,False,False,False,False,False,False
31250,False,False,False,False,False,False,False,False
31260,False,False,False,False,False,False,False,False
31270,True,False,False,False,False,False,False,False
31280,True,False,False,False,False,False,False,False
31290,True,False,False,False,False,False,False,False
31300,True,False,False,False,False,False,False,False
31700,True,True,True,False,False,False,False,False
31800,True,False,False,False,False,False,False,False
31810,True,False,False,False,False,False,False,False
31820,True,False,False,False,False,False,False,False
31830,True,False,False,False,False,False,False,False
31840,True,False,False,False,False,False,False,False
31850,True,False,False,False,False,False,False,False
31860,True,False,False,False,False,False,False,False
31870,True,False,False,False,False,False,False,False
31880,True,False,False,False,False,False,False,False
31890,True,False,False,False,False,False,False,False
31900,True,False,False,False,False,False,False,False
31910,True,False,False,False,False,False,False,False
31920,True,False,False,False,False,False,False,False
31930,True,False,False,False,False,False,False,False
31980,True,False,False,False,False,False,False,False
32000,True,False,False,False,False,False,False,False
32110,True,False,False,False,False,False,False,False
32120,True,False,False,False,False,False,False,False
32140,True,False,False,False,False,False,False,False
32150,True,False,False,False,False,False,False,False
32160,True,True,False,False,False,False,False,False
32200,True,True,False,False,False,False,False,False
32310,True,False,False,False,False,False,False,False
32330,True,True,False,False,False,False,False,False
32340,True,False,False,False,False,False,False,False
32350,True,False,False,False,False,False,False,False
32360,True,False,False,False,False,False,False,False
32370,True,False,False,False,False,False,False,False
32380,True,True,False,False,False,False,False,False
32390,True,True,False,False,False,False,False,False
32400,True,False,False,False,False,False,False,False
32410,True,False,False,False,False,False,False,False
32420,True,True,False,False,False,False,False,False
32430,True,False,False,False,False,False,False,False
32440,True,True,False,False,False,False,False,False
32450,True,True,False,False,False,False,False,False
32460,True,False,False,False,False,False,False,False
32470,True,False,False,False,False,False,False,False
32500,True,False,False,False,False,False,False,False
32510,True,True,False,False,False,False,False,False
32610,True,True,False,False,False,False,False,False
32620,True,False,False,False,False,False,False,False
32630,True,True,False,False,False,False,False,False
32640,True,True,False,False,False,False,False,False
32650,True,True,False,False,False,False,False,False
32660,True,True,False,False,False,False,False,False
32670,True,True,False,False,False,False,False,False
32680,True,True,False,False,False,False,False,False
32710,True,True,True,False,False,False,False,False
32720,True,True,False,False,False,False,False,False
32730,True,True,False,False,False,False,False,False
32740,True,True,False,False,False,False,False,False
32750,True,True,False,False,False,False,False,False
32760,True,True,False,False,False,False,False,False
32770,True,True,True,False,False,False,False,False
32800,True,True,True,False,False,False,False,False
32900,True,False,False,False,False,False,False,False
33100,True,False,False,False,False,False,False,False
33110,True,False,False,False,False,False,False,False
33120,True,False,False,False,False,False,False,False
33130,True,False,False,False,False,False,False,False
33180,True,False,False,False,False,False,False,False
33210,True,False,False,False,False,False,False,False
33220,True,True,False,False,False,False,False,False
33230,True,False,False,False,False,False,False,False
